2024 Spring-Summer IREAD-3 Results,,,,,,,
"Proficiency rates reflect best Spring/Summer result of first-time third grade cohort, including previous year 2nd grade proficient results",,,,,,,
Public/Nonpublic,Corp Id,Corp Name,Sch Id,Sch Name,IREAD PASS N,IREAD TEST N,IREAD Pass%
Public,3405,Blue River Valley Schools,2803,Blue River Valley Elementary Sch,32,40,80.0%
Public,3415,South Henry School Corp,2777,Tri Elementary School,44,48,91.7%
Public,3435,Shenandoah School Corporation,2815,Shenandoah Elementary School,75,88,85.2%
Public,3445,New Castle Community School Corp,2832,Eastwood Elementary School,30,45,66.7%
Public,3445,New Castle Community School Corp,2847,Parker Elementary School,39,47,83.0%
Public,3445,New Castle Community School Corp,2849,James Whitcomb Riley Elem School,33,33,100.0%
Public,3445,New Castle Community School Corp,2853,Sunnyside Elementary School,***,3,***
Public,3445,New Castle Community School Corp,2861,Westwood Elementary School,36,41,87.8%
Public,3445,New Castle Community School Corp,2865,Wilbur Wright Elementary School,44,48,91.7%
Public,3455,C A Beard Memorial School Corp,2887,Knightstown Elementary School,72,82,87.8%
Public,3460,Taylor Community School Corp,2895,Taylor Elementary School,55,81,67.9%
Public,3470,Northwestern School Corp,2904,Northwestern Elementary School,75,80,93.8%
Public,3470,Northwestern School Corp,2905,Howard Elementary School,35,40,87.5%
Public,3480,Eastern Howard School Corporation,2909,Eastern Elementary School,92,117,78.6%
Public,3490,Western School Corporation,2923,Western Intermediate School,162,184,88.0%
Public,3500,Kokomo School Corporation,2943,Sycamore Elementary School,51,60,85.0%
Public,3500,Kokomo School Corporation,2945,Bon Air Elementary School,20,20,100.0%
Public,3500,Kokomo School Corporation,2947,Boulevard Elementary School,46,54,85.2%
Public,3500,Kokomo School Corporation,2961,Elwood Haynes Elementary School,37,56,66.1%
Public,3500,Kokomo School Corporation,2969,Lafayette Park Elementary School,48,67,71.6%
Public,3500,Kokomo School Corporation,2981,Maple Crest STEM Elementary School,***,8,***
Public,3500,Kokomo School Corporation,2993,Pettit Park School,28,49,57.1%
Public,3500,Kokomo School Corporation,3005,Wallace Elementary School,60,64,93.8%
Public,3625,Huntington Co Com Sch Corp,3021,Andrews Elementary School,47,52,90.4%
Public,3625,Huntington Co Com Sch Corp,3029,Roanoke Elementary School,61,69,88.4%
Public,3625,Huntington Co Com Sch Corp,3035,Salamonie Elementary School,41,48,85.4%
Public,3625,Huntington Co Com Sch Corp,3077,Flint Springs Elementary,62,74,83.8%
Public,3625,Huntington Co Com Sch Corp,3081,Lincoln Elementary School,46,58,79.3%
Public,3625,Huntington Co Com Sch Corp,3086,Horace Mann Elementary,46,58,79.3%
Public,3640,Medora Community School Corp,3095,Medora STEM Academy,***,6,***
Public,3675,Seymour Community Schools,3105,Cortland Elementary School,23,25,92.0%
Public,3675,Seymour Community Schools,3135,Margaret R Brown Elementary School,31,104,29.8%
Public,3675,Seymour Community Schools,3141,Emerson Elementary School,40,51,78.4%
Public,3675,Seymour Community Schools,3153,Seymour-Jackson Elementary School,62,117,53.0%
Public,3675,Seymour Community Schools,3157,Seymour-Redding Elementary School,84,129,65.1%
Public,3695,Brownstown Cnt Com Sch Corp,3129,Brownstown Elementary School,84,90,93.3%
Public,3710,Crothersville Community Schools,3122,Crothersville Elementary School,24,39,61.5%
Public,3785,Kankakee Valley School Corp,3184,DeMotte Elementary School,124,143,86.7%
Public,3785,Kankakee Valley School Corp,3197,Wheatfield Elementary School,81,90,90.0%
Public,3815,Rensselaer Central School Corp,3205,Van Rensselaer Elementary School,89,104,85.6%
Public,3945,Jay School Corporation,3241,Bloomfield Elementary School,34,39,87.2%
Public,3945,Jay School Corporation,3247,Redkey Elementary School,35,41,85.4%
Public,3945,Jay School Corporation,3273,East Jay Elementary,45,58,77.6%
Public,3945,Jay School Corporation,3287,East Elementary School,79,79,100.0%
Public,3945,Jay School Corporation,3289,West Jay Elementary,28,32,87.5%
Public,3995,Madison Consolidated Schools,3301,Deputy Elementary School,17,19,89.5%
Public,3995,Madison Consolidated Schools,3321,Rykers' Ridge Elementary School,27,32,84.4%
Public,3995,Madison Consolidated Schools,3329,Lydia Middleton Elementary School,57,61,93.4%
Public,3995,Madison Consolidated Schools,3333,Anderson Elementary School,49,67,73.1%
Public,4000,Southwestern-Jefferson Co Con,3341,Southwestern Elementary School,84,91,92.3%
Public,4015,Jennings County School Corporation,3349,Sand Creek Elementary School,28,32,87.5%
Public,4015,Jennings County School Corporation,3357,Scipio Elementary School,27,30,90.0%
Public,4015,Jennings County School Corporation,3361,Graham Creek Elementary School,33,35,94.3%
Public,4015,Jennings County School Corporation,3385,Hayden Elementary School,30,36,83.3%
Public,4015,Jennings County School Corporation,3389,Brush Creek Elementary School,33,36,91.7%
Public,4015,Jennings County School Corporation,3397,North Vernon Elementary School,60,81,74.1%
Public,4145,Clark-Pleasant Community Sch Corp,3401,Clark Elementary School,76,88,86.4%
Public,4145,Clark-Pleasant Community Sch Corp,3422,Grassy Creek Elementary School,84,102,82.4%
Public,4145,Clark-Pleasant Community Sch Corp,3425,Whiteland Elementary School,52,55,94.5%
Public,4145,Clark-Pleasant Community Sch Corp,3429,Break-O-Day Elementary School,89,94,94.7%
Public,4145,Clark-Pleasant Community Sch Corp,3430,Pleasant Crossing Elementary,77,89,86.5%
Public,4145,Clark-Pleasant Community Sch Corp,4172,Ray Crowe Elementary,76,93,81.7%
Public,4205,Center Grove Community School Corp,3434,Sugar Grove Elementary School,112,123,91.1%
Public,4205,Center Grove Community School Corp,3435,Center Grove Elementary School,116,119,97.5%
Public,4205,Center Grove Community School Corp,3438,Walnut Grove Elementary School,101,116,87.1%
Public,4205,Center Grove Community School Corp,3439,Maple Grove Elementary School,112,124,90.3%
Public,4205,Center Grove Community School Corp,3440,North Grove Elementary School,101,109,92.7%
Public,4205,Center Grove Community School Corp,3444,Pleasant Grove Elementary School,110,114,96.5%
Public,4215,Edinburgh Community School Corp,3452,East Side Elementary School,50,64,78.1%
Public,4225,Franklin Community School Corp,3413,Needham Elementary School,60,70,85.7%
Public,4225,Franklin Community School Corp,3433,Union Elementary School,42,42,100.0%
Public,4225,Franklin Community School Corp,3461,Northwood Elementary School,82,104,78.8%
Public,4225,Franklin Community School Corp,3465,Webb Elementary School,50,58,86.2%
Public,4225,Franklin Community School Corp,3467,Creekside Elementary School,82,103,79.6%
Public,4245,Greenwood Community Sch Corp,3477,Greenwood Northeast Elementary Sch,66,74,89.2%
Public,4245,Greenwood Community Sch Corp,3479,Westwood Elementary School,75,76,98.7%
Public,4245,Greenwood Community Sch Corp,3481,V O Isom Central Elem School,53,56,94.6%
Public,4245,Greenwood Community Sch Corp,3483,Southwest Elementary School,69,75,92.0%
Public,4255,Nineveh-Hensley-Jackson United,3411,Indian Creek Intermediate School,133,146,91.1%
Public,4315,North Knox School Corp,3545,North Knox Intermediate,73,88,83.0%
Public,4325,South Knox School Corp,3489,South Knox Elementary School,90,95,94.7%
Public,4335,Vincennes Community School Corp,3509,Benjamin Franklin Elementary Sch,58,60,96.7%
Public,4335,Vincennes Community School Corp,3573,James Whitcomb Riley Elem Sch,19,23,82.6%
Public,4335,Vincennes Community School Corp,3577,Tecumseh-Harrison Elementary Sch,56,63,88.9%
Public,4335,Vincennes Community School Corp,3581,Francis Vigo Elementary School,43,49,87.8%
Public,4345,Wawasee Community School Corp,3625,North Webster Elementary School,58,58,100.0%
Public,4345,Wawasee Community School Corp,3635,Milford Elementary School,34,36,94.4%
Public,4345,Wawasee Community School Corp,3637,Syracuse Elementary School,79,95,83.2%
Public,4415,Warsaw Community Schools,3589,Claypool Elementary School,45,56,80.4%
Public,4415,Warsaw Community Schools,3608,Eisenhower Elementary School,66,70,94.3%
Public,4415,Warsaw Community Schools,3610,Harrison Elementary School,52,65,80.0%
Public,4415,Warsaw Community Schools,3613,Leesburg Elementary School,69,88,78.4%
Public,4415,Warsaw Community Schools,3661,Jefferson Elementary School,45,51,88.2%
Public,4415,Warsaw Community Schools,3665,Lincoln Elementary School,56,77,72.7%
Public,4415,Warsaw Community Schools,3673,Madison Elementary School,54,67,80.6%
Public,4415,Warsaw Community Schools,3677,Washington Elementary School,74,87,85.1%
Public,4445,Tippecanoe Valley School Corp,2139,Akron Elementary School,52,62,83.9%
Public,4445,Tippecanoe Valley School Corp,3603,Mentone Elementary School,55,70,78.6%
Public,4455,Whitko Community School Corp,3642,Pierceton Elementary School,36,50,72.0%
Public,4455,Whitko Community School Corp,9173,South Whitley Elementary School,40,46,87.0%
Public,4515,Prairie Heights Community Sch Corp,3686,Prairie Heights Elementary School,105,121,86.8%
Public,4525,Westview School Corporation,3698,Topeka Elementary School,39,48,81.3%
Public,4525,Westview School Corporation,3704,Meadowview Elementary School,59,59,100.0%
Public,4525,Westview School Corporation,3714,Shipshewana-Scott Elementary Sch,59,63,93.7%
Public,4535,Lakeland School Corporation,3739,Lakeland Intermediate School,69,93,74.2%
Public,4570,NW Indiana Special Education Coop,4287,Eagle Park Community School,***,2,***
Public,4580,Hanover Community School Corp,3780,Red Cedars Elementary,190,210,90.5%
Public,4590,River Forest Community Sch Corp,3797,Henry S Evans Elementary School,40,51,78.4%
Public,4590,River Forest Community Sch Corp,3805,John I Meister Elementary School,58,72,80.6%
Public,4600,Merrillville Community School Corp,3821,Henry P Fieler Elementary School,80,94,85.1%
Public,4600,Merrillville Community School Corp,3822,Homer Iddings Elementary School,74,105,70.5%
Public,4600,Merrillville Community School Corp,3826,Edgar L Miller Elementary School,35,42,83.3%
Public,4600,Merrillville Community School Corp,3827,John Wood Elementary School,46,58,79.3%
Public,4600,Merrillville Community School Corp,3829,Jonas E Salk Elementary School,98,120,81.7%
Public,4615,Lake Central School Corporation,3837,Kolling Elementary School,113,121,93.4%
Public,4615,Lake Central School Corporation,3839,George Bibich Elementary School,93,98,94.9%
Public,4615,Lake Central School Corporation,3840,James H Watson Elementary School,106,114,93.0%
Public,4615,Lake Central School Corporation,3843,Protsman Elementary School,109,120,90.8%
Public,4615,Lake Central School Corporation,4349,Homan Elementary School,67,75,89.3%
Public,4615,Lake Central School Corporation,4351,Peifer Elementary School,74,84,88.1%
Public,4645,Tri-Creek School Corporation,3753,Oak Hill Elementary School,88,103,85.4%
Public,4645,Tri-Creek School Corporation,3845,Lake Prairie Elementary School,68,69,98.6%
Public,4645,Tri-Creek School Corporation,3848,Three Creeks Elem School,79,83,95.2%
Public,4650,Lake Ridge New Tech Schools,3885,Longfellow New Tech Elementary Sch,52,83,62.7%
Public,4660,Crown Point Community School Corp,3769,Douglas MacArthur Elem School,74,74,100.0%
Public,4660,Crown Point Community School Corp,3773,Dwight D Eisenhower Elem School,90,94,95.7%
Public,4660,Crown Point Community School Corp,3854,Winfield Elementary School,96,104,92.3%
Public,4660,Crown Point Community School Corp,3903,Lake Street Elementary School,90,96,93.8%
Public,4660,Crown Point Community School Corp,3905,Solon Robinson Elementary School,74,78,94.9%
Public,4660,Crown Point Community School Corp,3907,Jerry Ross Elementary School,97,107,90.7%
Public,4660,Crown Point Community School Corp,3913,Timothy Ball Elementary School,76,93,81.7%
Public,4670,School City of East Chicago,3941,Benjamin Harrison Elementary Sch,23,49,46.9%
Public,4670,School City of East Chicago,3945,Abraham Lincoln Elementary School,21,33,63.6%
Public,4670,School City of East Chicago,3953,William McKinley Elementary School,47,78,60.3%
Public,4670,School City of East Chicago,3961,George Washington Elementary Sch,31,57,54.4%
Public,4680,Lake Station Community Schools,3973,Alexander Hamilton Elementary Sch,25,29,86.2%
Public,4680,Lake Station Community Schools,3975,Virgil I Bailey Elementary School,36,47,76.6%
Public,4690,Gary Community School Corp,4053,Banneker Elementary at Marquette,35,53,66.0%
Public,4690,Gary Community School Corp,4061,Beveridge Elementary School,20,46,43.5%
Public,4690,Gary Community School Corp,4068,Gary Virtual Academy,***,6,***
Public,4690,Gary Community School Corp,4086,Frankie Woods McCullough Academy,41,83,49.4%
Public,4690,Gary Community School Corp,4155,Glen Park Acad for Excel in Lrn,42,102,41.2%
Public,4690,Gary Community School Corp,4169,Daniel Hale Williams Elem Sch,45,88,51.1%
Public,4700,Griffith Public Schools,4171,Beiriger Elementary School,65,83,78.3%
Public,4700,Griffith Public Schools,4189,Elsie Wadsworth Elementary School,75,75,100.0%
Public,4710,School City of Hammond,4422,Joseph Hess Elementary School,58,84,69.0%
Public,4710,School City of Hammond,4449,Thomas A Edison Elementary School,67,91,73.6%
Public,4710,School City of Hammond,4451,Benjamin Franklin Elementary Sch,16,30,53.3%
Public,4710,School City of Hammond,4453,Warren G Harding Elementary School,52,77,67.5%
Public,4710,School City of Hammond,4455,Washington Irving Elementary Sch,74,109,67.9%
Public,4710,School City of Hammond,4457,Thomas Jefferson Elementary School,39,68,57.4%
Public,4710,School City of Hammond,4459,Kenwood Elementary School,17,32,53.1%
Public,4710,School City of Hammond,4463,Abraham Lincoln Elementary School,46,70,65.7%
Public,4710,School City of Hammond,4465,Annie Burns-Hicks Elementary School,38,69,55.1%
Public,4710,School City of Hammond,4469,Morton Elementary School,39,83,47.0%
Public,4710,School City of Hammond,4479,Lew Wallace Elementary School,35,40,87.5%
Public,4710,School City of Hammond,4484,Frank O'Bannon Elementary School,38,69,55.1%
Public,4720,School Town of Highland,4285,Judith Morton Johnston Elementary,35,45,77.8%
Public,4720,School Town of Highland,4290,Mildred Merkley Elementary School,42,49,85.7%
Public,4720,School Town of Highland,4301,Southridge Elementary School,69,79,87.3%
Public,4720,School Town of Highland,4303,Allen J Warren Elementary School,44,50,88.0%
Public,4730,School City of Hobart,4317,Liberty Elementary School,76,92,82.6%
Public,4730,School City of Hobart,4325,Veterans Elementary School at Mundell,91,111,82.0%
Public,4730,School City of Hobart,4327,Joan Martin Elementary School,70,86,81.4%
Public,4740,School Town of Munster,4337,James B Eads Elementary School,84,86,97.7%
Public,4740,School Town of Munster,4341,Ernest R Elliott Elementary School,72,82,87.8%
Public,4740,School Town of Munster,4343,Frank H Hammond Elementary School,100,105,95.2%
Public,4760,School City of Whiting,4361,Nathan Hale Elementary School,57,66,86.4%
Public,4805,New Prairie United School Corp,4679,Prairie View Elementary School,47,51,92.2%
Public,4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,73,76,96.1%
Public,4805,New Prairie United School Corp,7349,Olive Township Elementary School,78,81,96.3%
Public,4860,MSD of New Durham Township,4699,Westville Elementary School,77,84,91.7%
Public,4915,Tri-Township Cons School Corp,4696,Tri-Township Elementary School,27,28,96.4%
Public,4925,Michigan City Area Schools,4373,Coolspring Elementary School,32,40,80.0%
Public,4925,Michigan City Area Schools,4713,Springfield Elementary School,36,47,76.6%
Public,4925,Michigan City Area Schools,4805,Edgewood Elementary School,31,41,75.6%
Public,4925,Michigan City Area Schools,4811,Lake Hills Elementary School,25,41,61.0%
Public,4925,Michigan City Area Schools,4821,Joy Elementary School,34,49,69.4%
Public,4925,Michigan City Area Schools,4825,Knapp Elementary School,37,52,71.2%
Public,4925,Michigan City Area Schools,4833,Marsh Elementary School,31,38,81.6%
Public,4925,Michigan City Area Schools,6829,Pine Elementary School,54,68,79.4%
Public,4940,South Central Com School Corp,4734,South Central Elementary School,73,76,96.1%
Public,4945,La Porte Community School Corp,4707,Indian Trail Elementary School,41,48,85.4%
Public,4945,La Porte Community School Corp,4721,Kingsford Heights Elementary Sch,24,28,85.7%
Public,4945,La Porte Community School Corp,4727,Kingsbury Elementary School,39,41,95.1%
Public,4945,La Porte Community School Corp,4749,Hailmann Elementary School,58,66,87.9%
Public,4945,La Porte Community School Corp,4753,F Willard Crichfield Elementary,67,69,97.1%
Public,4945,La Porte Community School Corp,4757,Lincoln Elementary School,32,34,94.1%
Public,4945,La Porte Community School Corp,4767,Riley Elementary School,43,50,86.0%
Public,4945,La Porte Community School Corp,4773,Handley Elementary School,70,76,92.1%
Public,5075,North Lawrence Com Schools,4864,Needmore Elementary School,25,28,89.3%
Public,5075,North Lawrence Com Schools,4885,Dollens Elementary,28,37,75.7%
Public,5075,North Lawrence Com Schools,4889,Shawswick Elementary School,47,66,71.2%
Public,5075,North Lawrence Com Schools,4909,Lincoln Elementary School,36,45,80.0%
Public,5075,North Lawrence Com Schools,4932,Parkview Elementary School,61,72,84.7%
Public,5085,Mitchell Community Schools,4861,Burris Elementary School,25,46,54.3%
Public,5085,Mitchell Community Schools,4863,Hatfield Elementary School,50,50,100.0%
Public,5245,Frankton-Lapel Community Schools,5009,Frankton Elementary School,93,111,83.8%
Public,5245,Frankton-Lapel Community Schools,5025,Lapel Elementary School,84,90,93.3%
Public,5255,South Madison Com Sch Corp,4935,East Elementary School,101,108,93.5%
Public,5255,South Madison Com Sch Corp,5061,Pendleton Elementary School,112,123,91.1%
Public,5255,South Madison Com Sch Corp,5064,Maple Ridge Elementary School,101,109,92.7%
Public,5265,Alexandria Community School Corp,5065,Alexandria Monroe Elementary School,78,92,84.8%
Public,5275,Anderson Community School Corp,4953,Edgewood Elementary School,24,37,64.9%
Public,5275,Anderson Community School Corp,4977,Tenth Street Elementary School,49,79,62.0%
Public,5275,Anderson Community School Corp,5033,Valley Grove Elementary School,47,83,56.6%
Public,5275,Anderson Community School Corp,5102,Eastside Elementary School,74,101,73.3%
Public,5275,Anderson Community School Corp,5142,Anderson Elementary School,33,78,42.3%
Public,5275,Anderson Community School Corp,5146,Erskine Elementary School,56,73,76.7%
Public,5280,Elwood Community School Corp,5151,Elwood Intermediate School,57,78,73.1%
Public,5280,Elwood Community School Corp,5157,Elwood Elementary School,26,26,100.0%
Public,5300,MSD Decatur Township,5178,Gold Academy,57,75,76.0%
Public,5300,MSD Decatur Township,5179,Blue Academy,81,96,84.4%
Public,5300,MSD Decatur Township,5180,Decatur High Ability Academy,24,24,100.0%
Public,5300,MSD Decatur Township,5185,Stephen Decatur Elementary School,54,90,60.0%
Public,5300,MSD Decatur Township,5187,Valley Mills Elementary School,57,79,72.2%
Public,5300,MSD Decatur Township,5189,West Newton Elementary School,58,71,81.7%
Public,5300,MSD Decatur Township,5192,Lynwood Elementary,43,59,72.9%
Public,5310,Franklin Township Com Sch Corp,5194,South Creek Elementary,166,197,84.3%
Public,5310,Franklin Township Com Sch Corp,5198,Thompson Crossing Elementary Sch,161,190,84.7%
Public,5310,Franklin Township Com Sch Corp,5200,Mary Adams Elementary School,122,129,94.6%
Public,5310,Franklin Township Com Sch Corp,5201,Acton Elementary School,126,150,84.0%
Public,5310,Franklin Township Com Sch Corp,5202,Arlington Elementary School,102,129,79.1%
Public,5310,Franklin Township Com Sch Corp,5205,Bunker Hill Elementary School,127,138,92.0%
Public,5330,MSD Lawrence Township,5281,Brook Park Elementary School,51,97,52.6%
Public,5330,MSD Lawrence Township,5283,Mary Evelyn Castle Elementary Sch,98,143,68.5%
Public,5330,MSD Lawrence Township,5285,Crestview Elementary School,78,107,72.9%
Public,5330,MSD Lawrence Township,5287,Amy Beverland Elementary,128,148,86.5%
Public,5330,MSD Lawrence Township,5289,Harrison Hill Elementary School,68,132,51.5%
Public,5330,MSD Lawrence Township,5293,Indian Creek Elementary School,61,127,48.0%
Public,5330,MSD Lawrence Township,5294,Forest Glen Elementary School,100,113,88.5%
Public,5330,MSD Lawrence Township,5295,Winding Ridge Elementary School,53,95,55.8%
Public,5330,MSD Lawrence Township,5296,Oaklandon Elementary School,42,71,59.2%
Public,5330,MSD Lawrence Township,5298,Skiles Test Elementary School,55,84,65.5%
Public,5330,MSD Lawrence Township,5299,Sunnyside Elementary School,47,96,49.0%
Public,5340,Perry Township Schools,5321,William Henry Burkhart Elementary,66,92,71.7%
Public,5340,Perry Township Schools,5322,Mary Bryan Elementary School,106,127,83.5%
Public,5340,Perry Township Schools,5325,Clinton Young Elementary School,57,104,54.8%
Public,5340,Perry Township Schools,5333,Glenns Valley Elementary School,86,105,81.9%
Public,5340,Perry Township Schools,5337,Abraham Lincoln Elementary School,74,114,64.9%
Public,5340,Perry Township Schools,5338,Douglas MacArthur Elementary Sch,90,118,76.3%
Public,5340,Perry Township Schools,5345,Homecroft Elementary School,57,81,70.4%
Public,5340,Perry Township Schools,5347,Southport Elementary School,71,95,74.7%
Public,5340,Perry Township Schools,5351,Winchester Village Elementary,67,114,58.8%
Public,5340,Perry Township Schools,5366,Jeremiah Gray Elementary School,63,102,61.8%
Public,5340,Perry Township Schools,5372,Rosa Parks Elementary School,105,136,77.2%
Public,5350,MSD Pike Township,5349,Fishback Creek Public Academy,58,63,92.1%
Public,5350,MSD Pike Township,5352,Deer Run Elementary,73,95,76.8%
Public,5350,MSD Pike Township,5354,College Park Elementary School,53,78,67.9%
Public,5350,MSD Pike Township,5357,Central Elementary School,59,93,63.4%
Public,5350,MSD Pike Township,5358,Eagle Creek Elementary School,66,84,78.6%
Public,5350,MSD Pike Township,5359,Eastbrook Elementary School,51,80,63.8%
Public,5350,MSD Pike Township,5360,Guion Creek Elementary School,64,95,67.4%
Public,5350,MSD Pike Township,5363,Snacks Crossing Elementary School,53,73,72.6%
Public,5350,MSD Pike Township,5378,New Augusta Public Academy - South,57,67,85.1%
Public,5360,MSD Warren Township,5369,Eastridge Elementary School,58,67,86.6%
Public,5360,MSD Warren Township,5370,Hawthorne Elementary School,56,75,74.7%
Public,5360,MSD Warren Township,5373,Grassy Creek Elementary School,83,99,83.8%
Public,5360,MSD Warren Township,5375,Lakeside Elementary School,79,108,73.1%
Public,5360,MSD Warren Township,5377,Lowell Elementary School,80,94,85.1%
Public,5360,MSD Warren Township,5379,Warren Online Academy,11,12,91.7%
Public,5360,MSD Warren Township,5386,Pleasant Run Elementary School,79,96,82.3%
Public,5360,MSD Warren Township,5389,Sunny Heights Elementary School,84,101,83.2%
Public,5360,MSD Warren Township,5391,Brookview Elementary School,77,93,82.8%
Public,5360,MSD Warren Township,5397,Liberty Park Elementary School,64,76,84.2%
Public,5370,MSD Washington Township,5403,Allisonville Elementary School,96,109,88.1%
Public,5370,MSD Washington Township,5406,Crooked Creek Elementary School,54,64,84.4%
Public,5370,MSD Washington Township,5407,Clearwater Elementary School,114,118,96.6%
Public,5370,MSD Washington Township,5408,Willow Lake Elementary School,92,121,76.0%
Public,5370,MSD Washington Township,5418,Greenbriar Elementary School,52,80,65.0%
Public,5370,MSD Washington Township,5427,Nora Elementary School,58,69,84.1%
Public,5370,MSD Washington Township,5430,Spring Mill Elementary School,72,80,90.0%
Public,5370,MSD Washington Township,5436,Fox Hill Elementary School,92,110,83.6%
Public,5375,MSD Wayne Township,5223,Maplewood Elementary School,47,85,55.3%
Public,5375,MSD Wayne Township,5227,Chapel Glen Elementary School,82,129,63.6%
Public,5375,MSD Wayne Township,5241,Garden City Elementary School,48,106,45.3%
Public,5375,MSD Wayne Township,5257,McClelland Elementary School,83,113,73.5%
Public,5375,MSD Wayne Township,5261,Rhoades Elementary School,52,85,61.2%
Public,5375,MSD Wayne Township,5265,Robey Elementary School,93,107,86.9%
Public,5375,MSD Wayne Township,5267,North Wayne Elementary School,73,110,66.4%
Public,5375,MSD Wayne Township,5270,Stout Field Elementary School,59,90,65.6%
Public,5375,MSD Wayne Township,5271,Sanders School,***,2,***
Public,5375,MSD Wayne Township,5273,Westlake Elementary School,58,90,64.4%
Public,5375,MSD Wayne Township,5274,Chapelwood Elementary School,73,98,74.5%
Public,5375,MSD Wayne Township,5446,Bridgeport Elementary School,59,99,59.6%
Public,5380,Beech Grove City Schools,5457,Central Elementary School,147,185,79.5%
Public,5385,Indianapolis Public Schools,5498,Cold Spring School,31,46,67.4%
Public,5385,Indianapolis Public Schools,5514,Washington Irving Neighborhood School 14,20,29,69.0%
Public,5385,Indianapolis Public Schools,5515,Thomas Gregg Neighborhood School 15,45,101,44.6%
Public,5385,Indianapolis Public Schools,5531,"James A. Garfield School 31, a STEM School",21,28,75.0%
Public,5385,Indianapolis Public Schools,5534,"Eleanor Skillen School 34, a Montessori School",23,41,56.1%
Public,5385,Indianapolis Public Schools,5538,"Mary Nicholson School 70 Center for Inquiry, an IB World School",47,54,87.0%
Public,5385,Indianapolis Public Schools,5539,"William McKinley School 39, an Exploratory School",39,55,70.9%
Public,5385,Indianapolis Public Schools,5543,"James Whitcomb Riley School 43, a Visual and Performing Arts School",14,41,34.1%
Public,5385,Indianapolis Public Schools,5546,"Daniel Webster School 46, an Exploratory School",20,46,43.5%
Public,5385,Indianapolis Public Schools,5549,"William Penn Middle School, a STEM School",34,54,63.0%
Public,5385,Indianapolis Public Schools,5551,"James Russell Lowell School 51, a Montessori School",17,55,30.9%
Public,5385,Indianapolis Public Schools,5554,"Brookside School 54, an Exploratory School",40,61,65.6%
Public,5385,Indianapolis Public Schools,5555,"Eliza Baker School 55, a Butler Lab Reggio Emilia School",35,45,77.8%
Public,5385,Indianapolis Public Schools,5556,Francis W Parker School 56,***,5,***
Public,5385,Indianapolis Public Schools,5557,"George W. Julian School 57 Center for Inquiry, an Inquiry School",17,20,85.0%
Public,5385,Indianapolis Public Schools,5558,"Ralph Waldo Emerson School 58, an Exploratory School",18,43,41.9%
Public,5385,Indianapolis Public Schools,5560,"William Bell School 60, a Butler Lab Reggio Emilia School",49,69,71.0%
Public,5385,Indianapolis Public Schools,5565,Raymond F Brandes School 65,***,4,***
Public,5385,Indianapolis Public Schools,5570,Edison School of the Arts 47,49,77,63.6%
Public,5385,Indianapolis Public Schools,5574,"Theodore Potter School 74, a Dual Language School",19,34,55.9%
Public,5385,Indianapolis Public Schools,5577,"Merle Sidener Academy 59, a High Ability School",30,31,96.8%
Public,5385,Indianapolis Public Schools,5579,"Carl Wilde School 79 Center For Inquiry, an Inquiry School",45,82,54.9%
Public,5385,Indianapolis Public Schools,5582,"Christian Park School 82, an Exploratory School",23,45,51.1%
Public,5385,Indianapolis Public Schools,5583,Floro Torrence School 83,***,3,***
Public,5385,Indianapolis Public Schools,5587,"George Washington Carver School 87, a Montessori School",33,39,84.6%
Public,5385,Indianapolis Public Schools,5588,"Anna Brochhausen School 88, a STEM School",19,47,40.4%
Public,5385,Indianapolis Public Schools,5590,"Ernie Pyle School 90, a Paideia School",26,44,59.1%
Public,5385,Indianapolis Public Schools,5591,"Rousseau McClellan School 91, a Montessori School",53,61,86.9%
Public,5385,Indianapolis Public Schools,5596,"Meredith Nicholson School 96, an Exploratory School",37,69,53.6%
Public,5385,Indianapolis Public Schools,5605,"Charles Warren Fairbanks School 105, an Exploratory School",15,61,24.6%
Public,5385,Indianapolis Public Schools,5606,"Robert Lee Frost School 106, a STEM School",35,56,62.5%
Public,5385,Indianapolis Public Schools,5607,"Lew Wallace School 107, an Exploratory School",35,70,50.0%
Public,5385,Indianapolis Public Schools,5609,"Jonathan Jennings School 109, an Exploratory School",24,36,66.7%
Public,5385,Indianapolis Public Schools,5614,Paul I Miller School 114,***,7,***
Public,5385,Indianapolis Public Schools,5619,George S Buck School 94,***,9,***
Public,5385,Indianapolis Public Schools,5623,Sankofa School of Success at Arlington Woods School 99,19,50,38.0%
Public,5385,Indianapolis Public Schools,5635,"Benjamin Harrison School 2 Center for Inquiry, an IB World School",42,54,77.8%
Public,5385,Indianapolis Public Schools,5659,"Joseph J. Bingham School 84 Center for Inquiry, an IB World School",46,51,90.2%
Public,5385,Indianapolis Public Schools,5662,"Clarence Farrington School 61, an Exploratory School",17,71,23.9%
Public,5385,Indianapolis Public Schools,5668,"Charity Dye School 27 Center for Inquiry, an IB World School",36,45,80.0%
Public,5385,Indianapolis Public Schools,5674,"Fredrick Douglas School 19, an Exploratory School",37,63,58.7%
Public,5390,Southside Sp Srvs Of Marion Co,5320,RISE Learning Center,***,6,***
Public,5400,School Town of Speedway,5893,James A Allison Elementary Sch 3,30,31,96.8%
Public,5400,School Town of Speedway,5897,Carl G Fisher Elementary School 1,11,11,100.0%
Public,5400,School Town of Speedway,5901,Arthur C Newby Elementary School 2,25,28,89.3%
